categoria,paciente_endereco_uf,Dias até vacinar,count
Pessoas de 65 a 69 anos,MS,122.0,5902
Pessoas de 65 a 69 anos,MS,123.0,2135
Pessoas de 65 a 69 anos,MS,124.0,1201
Pessoas de 65 a 69 anos,MS,125.0,607
Pessoas de 65 a 69 anos,MS,126.0,44
Pessoas de 65 a 69 anos,MS,127.0,397
Pessoas de 65 a 69 anos,MS,128.0,443
Pessoas de 65 a 69 anos,MS,129.0,209
Pessoas de 65 a 69 anos,MS,130.0,337
Pessoas de 65 a 69 anos,MS,131.0,286
Pessoas de 65 a 69 anos,MS,132.0,84
Pessoas de 65 a 69 anos,MS,133.0,91
Pessoas de 65 a 69 anos,MS,134.0,681
Pessoas de 65 a 69 anos,MS,135.0,490
Pessoas de 65 a 69 anos,MS,136.0,320
Pessoas de 65 a 69 anos,MS,137.0,623
Pessoas de 65 a 69 anos,MS,138.0,391
Pessoas de 65 a 69 anos,MS,139.0,210
Pessoas de 65 a 69 anos,MS,140.0,73
Pessoas de 65 a 69 anos,MS,141.0,127
Pessoas de 65 a 69 anos,MS,142.0,185
Pessoas de 65 a 69 anos,MS,143.0,245
Pessoas de 65 a 69 anos,MS,144.0,222
Pessoas de 65 a 69 anos,MS,145.0,186
Pessoas de 65 a 69 anos,MS,146.0,77
Pessoas de 65 a 69 anos,MS,147.0,6
Pessoas de 65 a 69 anos,MS,148.0,86
Pessoas de 65 a 69 anos,MS,149.0,172
Pessoas de 65 a 69 anos,MS,150.0,62
Pessoas de 65 a 69 anos,MS,151.0,92
Pessoas de 65 a 69 anos,MS,152.0,276
Pessoas de 65 a 69 anos,MS,153.0,160
Pessoas de 65 a 69 anos,MS,154.0,27
Pessoas de 65 a 69 anos,MS,155.0,505
Pessoas de 65 a 69 anos,MS,156.0,747
Pessoas de 65 a 69 anos,MS,157.0,529
Pessoas de 65 a 69 anos,MS,158.0,53
Pessoas de 65 a 69 anos,MT,4.0,11
Pessoas de 65 a 69 anos,MT,5.0,4
Pessoas de 65 a 69 anos,MT,8.0,2
Pessoas de 65 a 69 anos,MT,9.0,3
Pessoas de 65 a 69 anos,MT,10.0,1
Pessoas de 65 a 69 anos,MT,11.0,3
Pessoas de 65 a 69 anos,MT,12.0,2
Pessoas de 65 a 69 anos,MT,13.0,2
Pessoas de 65 a 69 anos,MT,16.0,2
Pessoas de 65 a 69 anos,MT,17.0,2
Pessoas de 65 a 69 anos,MT,18.0,5
Pessoas de 65 a 69 anos,MT,19.0,3
Pessoas de 65 a 69 anos,MT,20.0,3
Pessoas de 65 a 69 anos,MT,22.0,6
Pessoas de 65 a 69 anos,MT,23.0,7
Pessoas de 65 a 69 anos,MT,24.0,4
Pessoas de 65 a 69 anos,MT,25.0,3
Pessoas de 65 a 69 anos,MT,26.0,10
Pessoas de 65 a 69 anos,MT,27.0,3
Pessoas de 65 a 69 anos,MT,28.0,4
Pessoas de 65 a 69 anos,MT,29.0,6
Pessoas de 65 a 69 anos,MT,30.0,7
Pessoas de 65 a 69 anos,MT,31.0,13
Pessoas de 65 a 69 anos,MT,32.0,7
Pessoas de 65 a 69 anos,MT,33.0,7
Pessoas de 65 a 69 anos,MT,36.0,4
Pessoas de 65 a 69 anos,MT,37.0,5
Pessoas de 65 a 69 anos,MT,39.0,2
Pessoas de 65 a 69 anos,MT,40.0,1
Pessoas de 65 a 69 anos,MT,42.0,1
Pessoas de 65 a 69 anos,MT,43.0,6
Pessoas de 65 a 69 anos,MT,44.0,12
Pessoas de 65 a 69 anos,MT,45.0,13
Pessoas de 65 a 69 anos,MT,46.0,19
Pessoas de 65 a 69 anos,MT,47.0,24
Pessoas de 65 a 69 anos,MT,48.0,7
Pessoas de 65 a 69 anos,MT,49.0,1
Pessoas de 65 a 69 anos,MT,50.0,11
Pessoas de 65 a 69 anos,MT,51.0,11
Pessoas de 65 a 69 anos,MT,52.0,19
Pessoas de 65 a 69 anos,MT,53.0,18
Pessoas de 65 a 69 anos,MT,54.0,23
Pessoas de 65 a 69 anos,MT,55.0,2
Pessoas de 65 a 69 anos,MT,57.0,19
Pessoas de 65 a 69 anos,MT,58.0,19
Pessoas de 65 a 69 anos,MT,59.0,27
Pessoas de 65 a 69 anos,MT,60.0,21
Pessoas de 65 a 69 anos,MT,61.0,47
Pessoas de 65 a 69 anos,MT,62.0,31
Pessoas de 65 a 69 anos,MT,63.0,9
Pessoas de 65 a 69 anos,MT,64.0,56
Pessoas de 65 a 69 anos,MT,65.0,98
Pessoas de 65 a 69 anos,MT,66.0,191
Pessoas de 65 a 69 anos,MT,67.0,330
Pessoas de 65 a 69 anos,MT,68.0,337
Pessoas de 65 a 69 anos,MT,69.0,454
Pessoas de 65 a 69 anos,MT,70.0,51
Pessoas de 65 a 69 anos,MT,71.0,500
Pessoas de 65 a 69 anos,MT,72.0,1559
Pessoas de 65 a 69 anos,MT,73.0,2692
Pessoas de 65 a 69 anos,MT,74.0,3486
Pessoas de 65 a 69 anos,MT,75.0,74
Pessoas de 65 a 69 anos,MT,76.0,1004
Pessoas de 65 a 69 anos,MT,77.0,450
Pessoas de 65 a 69 anos,MT,78.0,3182
Pessoas de 65 a 69 anos,MT,79.0,4516
Pessoas de 65 a 69 anos,MT,80.0,6019
Pessoas de 65 a 69 anos,MT,81.0,6671
Pessoas de 65 a 69 anos,MT,82.0,4114
Pessoas de 65 a 69 anos,MT,83.0,4027
Pessoas de 65 a 69 anos,MT,84.0,127
Pessoas de 65 a 69 anos,MT,85.0,2235
Pessoas de 65 a 69 anos,MT,86.0,4748
Pessoas de 65 a 69 anos,MT,87.0,4920
Pessoas de 65 a 69 anos,MT,88.0,4804
Pessoas de 65 a 69 anos,MT,89.0,4662
Pessoas de 65 a 69 anos,MT,90.0,1294
Pessoas de 65 a 69 anos,MT,91.0,58
Pessoas de 65 a 69 anos,MT,92.0,3973
Pessoas de 65 a 69 anos,MT,93.0,6004
Pessoas de 65 a 69 anos,MT,94.0,5981
Pessoas de 65 a 69 anos,MT,95.0,4956
Pessoas de 65 a 69 anos,MT,96.0,4284
Pessoas de 65 a 69 anos,MT,97.0,1269
Pessoas de 65 a 69 anos,MT,98.0,37
Pessoas de 65 a 69 anos,MT,99.0,3250
Pessoas de 65 a 69 anos,MT,100.0,3773
Pessoas de 65 a 69 anos,MT,101.0,2838
Pessoas de 65 a 69 anos,MT,102.0,3748
Pessoas de 65 a 69 anos,MT,103.0,2514
Pessoas de 65 a 69 anos,MT,104.0,656
Pessoas de 65 a 69 anos,MT,105.0,24
Pessoas de 65 a 69 anos,MT,106.0,1580
Pessoas de 65 a 69 anos,MT,107.0,1697
Pessoas de 65 a 69 anos,MT,108.0,1723
Pessoas de 65 a 69 anos,MT,109.0,1998
Pessoas de 65 a 69 anos,MT,110.0,1361
Pessoas de 65 a 69 anos,MT,111.0,335
Pessoas de 65 a 69 anos,MT,112.0,5
Pessoas de 65 a 69 anos,MT,113.0,1674
Pessoas de 65 a 69 anos,MT,114.0,3081
Pessoas de 65 a 69 anos,MT,115.0,2510
Pessoas de 65 a 69 anos,MT,116.0,2393
Pessoas de 65 a 69 anos,MT,117.0,1433
Pessoas de 65 a 69 anos,MT,118.0,2095
Pessoas de 65 a 69 anos,MT,119.0,810
Pessoas de 65 a 69 anos,MT,120.0,727
Pessoas de 65 a 69 anos,MT,121.0,3560
Pessoas de 65 a 69 anos,MT,122.0,2611
Pessoas de 65 a 69 anos,MT,123.0,2561
Pessoas de 65 a 69 anos,MT,124.0,2714
Pessoas de 65 a 69 anos,MT,125.0,1631
Pessoas de 65 a 69 anos,MT,126.0,6
Pessoas de 65 a 69 anos,MT,127.0,564
Pessoas de 65 a 69 anos,MT,128.0,623
Pessoas de 65 a 69 anos,MT,129.0,483
Pessoas de 65 a 69 anos,MT,130.0,325
Pessoas de 65 a 69 anos,MT,131.0,430
Pessoas de 65 a 69 anos,MT,132.0,87
Pessoas de 65 a 69 anos,MT,134.0,193
Pessoas de 65 a 69 anos,MT,135.0,273
Pessoas de 65 a 69 anos,MT,136.0,201
Pessoas de 65 a 69 anos,MT,137.0,38
Pessoas de 65 a 69 anos,MT,138.0,169
Pessoas de 65 a 69 anos,MT,139.0,48
Pessoas de 65 a 69 anos,MT,141.0,186
Pessoas de 65 a 69 anos,MT,142.0,229
Pessoas de 65 a 69 anos,MT,143.0,146
Pessoas de 65 a 69 anos,MT,144.0,172
Pessoas de 65 a 69 anos,MT,145.0,180
Pessoas de 65 a 69 anos,MT,146.0,87
Pessoas de 65 a 69 anos,MT,147.0,1
Pessoas de 65 a 69 anos,MT,148.0,142
Pessoas de 65 a 69 anos,MT,149.0,135
Pessoas de 65 a 69 anos,MT,150.0,215
Pessoas de 65 a 69 anos,MT,151.0,179
Pessoas de 65 a 69 anos,MT,152.0,349
Pessoas de 65 a 69 anos,MT,153.0,34
Pessoas de 65 a 69 anos,MT,154.0,3
Pessoas de 65 a 69 anos,MT,155.0,1552
Pessoas de 65 a 69 anos,MT,156.0,1144
Pessoas de 65 a 69 anos,MT,157.0,467
Pessoas de 65 a 69 anos,MT,158.0,72
Pessoas de 65 a 69 anos,PA,2.0,3
Pessoas de 65 a 69 anos,PA,3.0,20
Pessoas de 65 a 69 anos,PA,4.0,4
Pessoas de 65 a 69 anos,PA,5.0,2
Pessoas de 65 a 69 anos,PA,6.0,2
Pessoas de 65 a 69 anos,PA,7.0,1
Pessoas de 65 a 69 anos,PA,8.0,5
Pessoas de 65 a 69 anos,PA,9.0,2
Pessoas de 65 a 69 anos,PA,10.0,56
Pessoas de 65 a 69 anos,PA,11.0,8
Pessoas de 65 a 69 anos,PA,12.0,5
Pessoas de 65 a 69 anos,PA,13.0,8
Pessoas de 65 a 69 anos,PA,14.0,3
Pessoas de 65 a 69 anos,PA,15.0,2
Pessoas de 65 a 69 anos,PA,16.0,8
Pessoas de 65 a 69 anos,PA,17.0,5
Pessoas de 65 a 69 anos,PA,18.0,4
Pessoas de 65 a 69 anos,PA,19.0,3
Pessoas de 65 a 69 anos,PA,20.0,9
Pessoas de 65 a 69 anos,PA,21.0,17
Pessoas de 65 a 69 anos,PA,22.0,4
Pessoas de 65 a 69 anos,PA,23.0,7
Pessoas de 65 a 69 anos,PA,24.0,11
Pessoas de 65 a 69 anos,PA,25.0,13
Pessoas de 65 a 69 anos,PA,26.0,14
Pessoas de 65 a 69 anos,PA,27.0,3
Pessoas de 65 a 69 anos,PA,28.0,7
Pessoas de 65 a 69 anos,PA,29.0,11
Pessoas de 65 a 69 anos,PA,30.0,3
Pessoas de 65 a 69 anos,PA,31.0,10
Pessoas de 65 a 69 anos,PA,32.0,12
Pessoas de 65 a 69 anos,PA,33.0,12
Pessoas de 65 a 69 anos,PA,34.0,5
Pessoas de 65 a 69 anos,PA,35.0,2
Pessoas de 65 a 69 anos,PA,36.0,12
Pessoas de 65 a 69 anos,PA,37.0,18
Pessoas de 65 a 69 anos,PA,38.0,13
Pessoas de 65 a 69 anos,PA,39.0,35
Pessoas de 65 a 69 anos,PA,40.0,28
Pessoas de 65 a 69 anos,PA,41.0,10
Pessoas de 65 a 69 anos,PA,42.0,9
Pessoas de 65 a 69 anos,PA,43.0,81
Pessoas de 65 a 69 anos,PA,44.0,70
Pessoas de 65 a 69 anos,PA,45.0,154
Pessoas de 65 a 69 anos,PA,46.0,129
Pessoas de 65 a 69 anos,PA,47.0,134
Pessoas de 65 a 69 anos,PA,48.0,288
Pessoas de 65 a 69 anos,PA,49.0,69
Pessoas de 65 a 69 anos,PA,50.0,1630
Pessoas de 65 a 69 anos,PA,51.0,77
Pessoas de 65 a 69 anos,PA,52.0,403
Pessoas de 65 a 69 anos,PA,53.0,232
Pessoas de 65 a 69 anos,PA,54.0,80
Pessoas de 65 a 69 anos,PA,55.0,27
Pessoas de 65 a 69 anos,PA,56.0,17
Pessoas de 65 a 69 anos,PA,57.0,65
Pessoas de 65 a 69 anos,PA,58.0,261
Pessoas de 65 a 69 anos,PA,59.0,56
Pessoas de 65 a 69 anos,PA,60.0,44
Pessoas de 65 a 69 anos,PA,61.0,3980
Pessoas de 65 a 69 anos,PA,62.0,14323
Pessoas de 65 a 69 anos,PA,63.0,8795
Pessoas de 65 a 69 anos,PA,64.0,3203
Pessoas de 65 a 69 anos,PA,65.0,3348
Pessoas de 65 a 69 anos,PA,66.0,17939
Pessoas de 65 a 69 anos,PA,67.0,10276
Pessoas de 65 a 69 anos,PA,68.0,4082
Pessoas de 65 a 69 anos,PA,69.0,2019
Pessoas de 65 a 69 anos,PA,70.0,3101
Pessoas de 65 a 69 anos,PA,71.0,14339
Pessoas de 65 a 69 anos,PA,72.0,21870
Pessoas de 65 a 69 anos,PA,73.0,16003
Pessoas de 65 a 69 anos,PA,74.0,7381
Pessoas de 65 a 69 anos,PA,75.0,1183
Pessoas de 65 a 69 anos,PA,76.0,1768
Pessoas de 65 a 69 anos,PA,77.0,73
Pessoas de 65 a 69 anos,PA,78.0,5106
Pessoas de 65 a 69 anos,PA,79.0,4833
Pessoas de 65 a 69 anos,PA,80.0,3923
Pessoas de 65 a 69 anos,PA,81.0,3283
Pessoas de 65 a 69 anos,PA,82.0,4061
Pessoas de 65 a 69 anos,PA,83.0,1642
Pessoas de 65 a 69 anos,PA,84.0,157
Pessoas de 65 a 69 anos,PA,85.0,6390
Pessoas de 65 a 69 anos,PA,86.0,5196
Pessoas de 65 a 69 anos,PA,87.0,3184
Pessoas de 65 a 69 anos,PA,88.0,9237
Pessoas de 65 a 69 anos,PA,89.0,10938
Pessoas de 65 a 69 anos,PA,90.0,1118
Pessoas de 65 a 69 anos,PA,91.0,164
Pessoas de 65 a 69 anos,PA,92.0,15467
Pessoas de 65 a 69 anos,PA,93.0,11337
Pessoas de 65 a 69 anos,PA,94.0,2595
Pessoas de 65 a 69 anos,PA,95.0,4615
Pessoas de 65 a 69 anos,PA,96.0,2757
Pessoas de 65 a 69 anos,PA,97.0,1169
Pessoas de 65 a 69 anos,PA,98.0,460
Pessoas de 65 a 69 anos,PA,99.0,3252
Pessoas de 65 a 69 anos,PA,100.0,2911
Pessoas de 65 a 69 anos,PA,101.0,3699
Pessoas de 65 a 69 anos,PA,102.0,2340
Pessoas de 65 a 69 anos,PA,103.0,2373
Pessoas de 65 a 69 anos,PA,104.0,971
Pessoas de 65 a 69 anos,PA,105.0,115
Pessoas de 65 a 69 anos,PA,106.0,1347
Pessoas de 65 a 69 anos,PA,107.0,1142
Pessoas de 65 a 69 anos,PA,108.0,1632
Pessoas de 65 a 69 anos,PA,109.0,1243
Pessoas de 65 a 69 anos,PA,110.0,854
Pessoas de 65 a 69 anos,PA,111.0,243
Pessoas de 65 a 69 anos,PA,112.0,18
Pessoas de 65 a 69 anos,PA,113.0,2334
Pessoas de 65 a 69 anos,PA,114.0,1117
Pessoas de 65 a 69 anos,PA,115.0,1330
Pessoas de 65 a 69 anos,PA,116.0,1772
Pessoas de 65 a 69 anos,PA,117.0,1170
Pessoas de 65 a 69 anos,PA,118.0,404
Pessoas de 65 a 69 anos,PA,119.0,29
Pessoas de 65 a 69 anos,PA,120.0,908
Pessoas de 65 a 69 anos,PA,121.0,1438
Pessoas de 65 a 69 anos,PA,122.0,1542
Pessoas de 65 a 69 anos,PA,123.0,1338
Pessoas de 65 a 69 anos,PA,124.0,1206
Pessoas de 65 a 69 anos,PA,125.0,267
Pessoas de 65 a 69 anos,PA,126.0,48
Pessoas de 65 a 69 anos,PA,127.0,1159
Pessoas de 65 a 69 anos,PA,128.0,1395
Pessoas de 65 a 69 anos,PA,129.0,1088
Pessoas de 65 a 69 anos,PA,130.0,1633
Pessoas de 65 a 69 anos,PA,131.0,1470
Pessoas de 65 a 69 anos,PA,132.0,88
Pessoas de 65 a 69 anos,PA,133.0,17
Pessoas de 65 a 69 anos,PA,134.0,1376
Pessoas de 65 a 69 anos,PA,135.0,1419
Pessoas de 65 a 69 anos,PA,136.0,1118
Pessoas de 65 a 69 anos,PA,137.0,107
Pessoas de 65 a 69 anos,PA,138.0,518
Pessoas de 65 a 69 anos,PA,139.0,134
Pessoas de 65 a 69 anos,PA,140.0,19
Pessoas de 65 a 69 anos,PA,141.0,1577
Pessoas de 65 a 69 anos,PA,142.0,737
Pessoas de 65 a 69 anos,PA,143.0,688
Pessoas de 65 a 69 anos,PA,144.0,714
Pessoas de 65 a 69 anos,PA,145.0,513
Pessoas de 65 a 69 anos,PA,146.0,32
Pessoas de 65 a 69 anos,PA,147.0,17
Pessoas de 65 a 69 anos,PA,148.0,991
Pessoas de 65 a 69 anos,PA,149.0,595
Pessoas de 65 a 69 anos,PA,150.0,1660
Pessoas de 65 a 69 anos,PA,151.0,614
Pessoas de 65 a 69 anos,PA,152.0,676
Pessoas de 65 a 69 anos,PA,153.0,389
Pessoas de 65 a 69 anos,PA,154.0,146
Pessoas de 65 a 69 anos,PA,155.0,535
Pessoas de 65 a 69 anos,PA,156.0,701
Pessoas de 65 a 69 anos,PA,157.0,571
Pessoas de 65 a 69 anos,PA,158.0,43
Pessoas de 65 a 69 anos,PB,3.0,7
Pessoas de 65 a 69 anos,PB,4.0,3
Pessoas de 65 a 69 anos,PB,5.0,5
Pessoas de 65 a 69 anos,PB,8.0,2
Pessoas de 65 a 69 anos,PB,9.0,6
Pessoas de 65 a 69 anos,PB,10.0,1
Pessoas de 65 a 69 anos,PB,11.0,4
Pessoas de 65 a 69 anos,PB,12.0,3
Pessoas de 65 a 69 anos,PB,13.0,2
Pessoas de 65 a 69 anos,PB,15.0,3
Pessoas de 65 a 69 anos,PB,16.0,1
Pessoas de 65 a 69 anos,PB,17.0,2
Pessoas de 65 a 69 anos,PB,18.0,3
Pessoas de 65 a 69 anos,PB,19.0,4
Pessoas de 65 a 69 anos,PB,21.0,1
Pessoas de 65 a 69 anos,PB,22.0,7
Pessoas de 65 a 69 anos,PB,23.0,6
Pessoas de 65 a 69 anos,PB,24.0,1
Pessoas de 65 a 69 anos,PB,25.0,5
Pessoas de 65 a 69 anos,PB,26.0,4
Pessoas de 65 a 69 anos,PB,28.0,6
Pessoas de 65 a 69 anos,PB,29.0,3
Pessoas de 65 a 69 anos,PB,31.0,3
Pessoas de 65 a 69 anos,PB,33.0,1
Pessoas de 65 a 69 anos,PB,36.0,7
Pessoas de 65 a 69 anos,PB,37.0,29
Pessoas de 65 a 69 anos,PB,38.0,8
Pessoas de 65 a 69 anos,PB,39.0,7
Pessoas de 65 a 69 anos,PB,40.0,5
Pessoas de 65 a 69 anos,PB,41.0,4
Pessoas de 65 a 69 anos,PB,42.0,2
Pessoas de 65 a 69 anos,PB,43.0,8
Pessoas de 65 a 69 anos,PB,44.0,10
Pessoas de 65 a 69 anos,PB,45.0,19
Pessoas de 65 a 69 anos,PB,46.0,15
Pessoas de 65 a 69 anos,PB,47.0,38
Pessoas de 65 a 69 anos,PB,48.0,19
Pessoas de 65 a 69 anos,PB,49.0,3
Pessoas de 65 a 69 anos,PB,50.0,9
Pessoas de 65 a 69 anos,PB,51.0,19
Pessoas de 65 a 69 anos,PB,52.0,31
Pessoas de 65 a 69 anos,PB,53.0,25
Pessoas de 65 a 69 anos,PB,54.0,31
Pessoas de 65 a 69 anos,PB,55.0,5
Pessoas de 65 a 69 anos,PB,56.0,8
Pessoas de 65 a 69 anos,PB,57.0,26
Pessoas de 65 a 69 anos,PB,58.0,31
Pessoas de 65 a 69 anos,PB,59.0,43
Pessoas de 65 a 69 anos,PB,60.0,44
Pessoas de 65 a 69 anos,PB,61.0,56
Pessoas de 65 a 69 anos,PB,62.0,2596
Pessoas de 65 a 69 anos,PB,63.0,4139
Pessoas de 65 a 69 anos,PB,64.0,10698
Pessoas de 65 a 69 anos,PB,65.0,8647
Pessoas de 65 a 69 anos,PB,66.0,7434
Pessoas de 65 a 69 anos,PB,67.0,6781
Pessoas de 65 a 69 anos,PB,68.0,8393
Pessoas de 65 a 69 anos,PB,69.0,12091
Pessoas de 65 a 69 anos,PB,70.0,2029
Pessoas de 65 a 69 anos,PB,71.0,13627
Pessoas de 65 a 69 anos,PB,72.0,13089
Pessoas de 65 a 69 anos,PB,73.0,8561
Pessoas de 65 a 69 anos,PB,74.0,1516
Pessoas de 65 a 69 anos,PB,75.0,300
Pessoas de 65 a 69 anos,PB,76.0,2425
Pessoas de 65 a 69 anos,PB,77.0,325
Pessoas de 65 a 69 anos,PB,78.0,4068
Pessoas de 65 a 69 anos,PB,79.0,5221
Pessoas de 65 a 69 anos,PB,80.0,3289
Pessoas de 65 a 69 anos,PB,81.0,2418
Pessoas de 65 a 69 anos,PB,82.0,1369
Pessoas de 65 a 69 anos,PB,83.0,656
Pessoas de 65 a 69 anos,PB,84.0,69
Pessoas de 65 a 69 anos,PB,85.0,1781
Pessoas de 65 a 69 anos,PB,86.0,2780
Pessoas de 65 a 69 anos,PB,87.0,3287
Pessoas de 65 a 69 anos,PB,88.0,1816
Pessoas de 65 a 69 anos,PB,89.0,2332
Pessoas de 65 a 69 anos,PB,90.0,1560
Pessoas de 65 a 69 anos,PB,91.0,274
Pessoas de 65 a 69 anos,PB,92.0,4402
Pessoas de 65 a 69 anos,PB,93.0,6873
Pessoas de 65 a 69 anos,PB,94.0,2978
Pessoas de 65 a 69 anos,PB,95.0,4864
Pessoas de 65 a 69 anos,PB,96.0,4665
Pessoas de 65 a 69 anos,PB,97.0,2167
Pessoas de 65 a 69 anos,PB,98.0,6932
Pessoas de 65 a 69 anos,PB,99.0,6797
Pessoas de 65 a 69 anos,PB,100.0,8227
Pessoas de 65 a 69 anos,PB,101.0,3735
Pessoas de 65 a 69 anos,PB,102.0,1903
Pessoas de 65 a 69 anos,PB,103.0,1495
Pessoas de 65 a 69 anos,PB,104.0,905
Pessoas de 65 a 69 anos,PB,105.0,61
Pessoas de 65 a 69 anos,PB,106.0,2397
Pessoas de 65 a 69 anos,PB,107.0,2702
Pessoas de 65 a 69 anos,PB,108.0,2004
Pessoas de 65 a 69 anos,PB,109.0,1189
Pessoas de 65 a 69 anos,PB,110.0,365
Pessoas de 65 a 69 anos,PB,111.0,91
Pessoas de 65 a 69 anos,PB,112.0,6
Pessoas de 65 a 69 anos,PB,113.0,2190
Pessoas de 65 a 69 anos,PB,114.0,1534
Pessoas de 65 a 69 anos,PB,115.0,1291
Pessoas de 65 a 69 anos,PB,116.0,571
Pessoas de 65 a 69 anos,PB,117.0,301
Pessoas de 65 a 69 anos,PB,118.0,160
Pessoas de 65 a 69 anos,PB,119.0,20
Pessoas de 65 a 69 anos,PB,120.0,204
Pessoas de 65 a 69 anos,PB,121.0,257
Pessoas de 65 a 69 anos,PB,122.0,2518
Pessoas de 65 a 69 anos,PB,123.0,4733
Pessoas de 65 a 69 anos,PB,124.0,2461
Pessoas de 65 a 69 anos,PB,125.0,323
Pessoas de 65 a 69 anos,PB,126.0,2
Pessoas de 65 a 69 anos,PB,127.0,666
Pessoas de 65 a 69 anos,PB,128.0,699
Pessoas de 65 a 69 anos,PB,129.0,348
Pessoas de 65 a 69 anos,PB,130.0,270
Pessoas de 65 a 69 anos,PB,131.0,167
Pessoas de 65 a 69 anos,PB,132.0,32
Pessoas de 65 a 69 anos,PB,133.0,7
Pessoas de 65 a 69 anos,PB,134.0,121
Pessoas de 65 a 69 anos,PB,135.0,175
Pessoas de 65 a 69 anos,PB,136.0,125
Pessoas de 65 a 69 anos,PB,137.0,82
Pessoas de 65 a 69 anos,PB,138.0,295
Pessoas de 65 a 69 anos,PB,139.0,79
Pessoas de 65 a 69 anos,PB,140.0,3
Pessoas de 65 a 69 anos,PB,141.0,103
Pessoas de 65 a 69 anos,PB,142.0,136
Pessoas de 65 a 69 anos,PB,143.0,102
Pessoas de 65 a 69 anos,PB,144.0,213
Pessoas de 65 a 69 anos,PB,145.0,135
Pessoas de 65 a 69 anos,PB,146.0,13
Pessoas de 65 a 69 anos,PB,147.0,10
Pessoas de 65 a 69 anos,PB,148.0,116
Pessoas de 65 a 69 anos,PB,149.0,172
Pessoas de 65 a 69 anos,PB,150.0,165
Pessoas de 65 a 69 anos,PB,151.0,86
Pessoas de 65 a 69 anos,PB,152.0,43
Pessoas de 65 a 69 anos,PB,153.0,54
Pessoas de 65 a 69 anos,PB,154.0,1075
Pessoas de 65 a 69 anos,PB,155.0,292
Pessoas de 65 a 69 anos,PB,156.0,257
Pessoas de 65 a 69 anos,PB,157.0,296
Pessoas de 65 a 69 anos,PB,158.0,63
Pessoas de 65 a 69 anos,PE,2.0,1
Pessoas de 65 a 69 anos,PE,3.0,3
Pessoas de 65 a 69 anos,PE,4.0,6
Pessoas de 65 a 69 anos,PE,5.0,6
Pessoas de 65 a 69 anos,PE,6.0,3
Pessoas de 65 a 69 anos,PE,9.0,10
Pessoas de 65 a 69 anos,PE,10.0,20
Pessoas de 65 a 69 anos,PE,11.0,37
Pessoas de 65 a 69 anos,PE,12.0,8
Pessoas de 65 a 69 anos,PE,13.0,5
Pessoas de 65 a 69 anos,PE,14.0,5
Pessoas de 65 a 69 anos,PE,15.0,9
Pessoas de 65 a 69 anos,PE,16.0,9
Pessoas de 65 a 69 anos,PE,17.0,9
Pessoas de 65 a 69 anos,PE,18.0,13
Pessoas de 65 a 69 anos,PE,19.0,16
Pessoas de 65 a 69 anos,PE,20.0,4
Pessoas de 65 a 69 anos,PE,21.0,4
Pessoas de 65 a 69 anos,PE,22.0,2
Pessoas de 65 a 69 anos,PE,23.0,8
Pessoas de 65 a 69 anos,PE,24.0,15
Pessoas de 65 a 69 anos,PE,25.0,18
Pessoas de 65 a 69 anos,PE,26.0,4
Pessoas de 65 a 69 anos,PE,27.0,2
Pessoas de 65 a 69 anos,PE,28.0,2
Pessoas de 65 a 69 anos,PE,29.0,8
Pessoas de 65 a 69 anos,PE,30.0,3
Pessoas de 65 a 69 anos,PE,31.0,7
Pessoas de 65 a 69 anos,PE,32.0,9
Pessoas de 65 a 69 anos,PE,33.0,13
Pessoas de 65 a 69 anos,PE,34.0,3
Pessoas de 65 a 69 anos,PE,35.0,6
Pessoas de 65 a 69 anos,PE,36.0,18
Pessoas de 65 a 69 anos,PE,37.0,13
Pessoas de 65 a 69 anos,PE,38.0,7
Pessoas de 65 a 69 anos,PE,39.0,7
Pessoas de 65 a 69 anos,PE,40.0,10
Pessoas de 65 a 69 anos,PE,41.0,16
Pessoas de 65 a 69 anos,PE,42.0,2
Pessoas de 65 a 69 anos,PE,43.0,37
Pessoas de 65 a 69 anos,PE,44.0,185
Pessoas de 65 a 69 anos,PE,45.0,36
Pessoas de 65 a 69 anos,PE,46.0,20
Pessoas de 65 a 69 anos,PE,47.0,92
Pessoas de 65 a 69 anos,PE,48.0,53
Pessoas de 65 a 69 anos,PE,49.0,7
Pessoas de 65 a 69 anos,PE,50.0,34
Pessoas de 65 a 69 anos,PE,51.0,26
Pessoas de 65 a 69 anos,PE,52.0,47
Pessoas de 65 a 69 anos,PE,53.0,69
Pessoas de 65 a 69 anos,PE,54.0,35
Pessoas de 65 a 69 anos,PE,55.0,37
Pessoas de 65 a 69 anos,PE,56.0,12
Pessoas de 65 a 69 anos,PE,57.0,55
Pessoas de 65 a 69 anos,PE,58.0,32
Pessoas de 65 a 69 anos,PE,59.0,64
Pessoas de 65 a 69 anos,PE,60.0,48
Pessoas de 65 a 69 anos,PE,61.0,83
Pessoas de 65 a 69 anos,PE,62.0,2925
Pessoas de 65 a 69 anos,PE,63.0,908
Pessoas de 65 a 69 anos,PE,64.0,932
Pessoas de 65 a 69 anos,PE,65.0,959
Pessoas de 65 a 69 anos,PE,66.0,5177
Pessoas de 65 a 69 anos,PE,67.0,7615
Pessoas de 65 a 69 anos,PE,68.0,11198
Pessoas de 65 a 69 anos,PE,69.0,8876
Pessoas de 65 a 69 anos,PE,70.0,4181
Pessoas de 65 a 69 anos,PE,71.0,27320
